iter	Accuracy	Logloss
885	0.8490739676	0.3292503775
886	0.8491890026	0.3291930944
887	0.8491890026	0.3291528769
888	0.8491890026	0.3291201486
889	0.8491890026	0.3290737927
890	0.8490739676	0.3289988728
891	0.8489589325	0.3288868746
892	0.8491890026	0.3288166931
893	0.8490739676	0.3287817117
894	0.8489589325	0.3287326485
895	0.8488438974	0.3286526364
896	0.8488438974	0.3285978432
897	0.8491890026	0.3284895023
898	0.8493040377	0.3284316661
899	0.8493040377	0.328392619
900	0.8490739676	0.3283041742
901	0.8490739676	0.328215277
902	0.8491890026	0.3281127343
903	0.8491890026	0.3280362311
904	0.8495341079	0.3279866345
905	0.8494190728	0.3279315055
906	0.8489589325	0.3278923643
907	0.8489589325	0.3278456826
908	0.8489589325	0.3277530719
909	0.8490739676	0.3276379101
910	0.8487288623	0.3275236462
911	0.8490739676	0.3273961697
912	0.8493040377	0.3272557708
913	0.8491890026	0.3272042791
914	0.8493040377	0.327153882
915	0.8493040377	0.3271064176
916	0.8495341079	0.3270288283
917	0.849649143	0.326962349
918	0.849649143	0.3269147864
919	0.8499942482	0.3268114349
920	0.8499942482	0.3267264509
921	0.8501092833	0.3266595874
922	0.8501092833	0.3265951383
923	0.8499942482	0.3264945355
924	0.8503393535	0.3264357814
925	0.8503393535	0.3263926399
926	0.8503393535	0.3263267927
927	0.8503393535	0.3262742567
928	0.8504543886	0.3262255945
929	0.8505694237	0.3261532891
930	0.8504543886	0.3261091251
931	0.8502243184	0.3260736357
932	0.8502243184	0.3259862537
933	0.8501092833	0.3258911581
934	0.8502243184	0.3257859683
935	0.8504543886	0.3256809753
936	0.8506844588	0.3256099724
937	0.8507994938	0.325562928
938	0.8507994938	0.3255186818
939	0.8507994938	0.3254718011
940	0.8506844588	0.3254296124
941	0.8506844588	0.3253155603
942	0.8506844588	0.3252421368
943	0.8506844588	0.3251684654
944	0.8506844588	0.3251326843
945	0.8506844588	0.3250750699
946	0.8509145289	0.3250034212
947	0.8509145289	0.3249289212
948	0.8509145289	0.3248800089
949	0.8509145289	0.3248343604
950	0.8509145289	0.3247475476
951	0.8509145289	0.3246402945
952	0.8509145289	0.3245094435
953	0.851029564	0.3244559603
954	0.851029564	0.3243970848
955	0.8509145289	0.3243457124
956	0.8511445991	0.3242938329
957	0.8512596342	0.32420209
958	0.851029564	0.3241443432
959	0.851029564	0.3240527059
960	0.8511445991	0.323992629
961	0.8512596342	0.3239237825
962	0.8512596342	0.323877709
963	0.8512596342	0.3238584725
964	0.8512596342	0.3237431394
965	0.8512596342	0.3237253619
966	0.8512596342	0.3236816815
967	0.8512596342	0.3236127191
968	0.8513746693	0.3235778416
969	0.8513746693	0.3235099313
970	0.8511445991	0.3234021487
971	0.8511445991	0.3233520191
972	0.8514897044	0.3233037609
973	0.8516047394	0.323214412
974	0.8518348096	0.3231552461
975	0.8520648798	0.3230934075
976	0.8519498447	0.3230125662
977	0.8520648798	0.3229476186
978	0.8519498447	0.3229178008
979	0.8520648798	0.3228174509
980	0.8519498447	0.3227848536
981	0.8519498447	0.3227213174
982	0.8519498447	0.3226348777
983	0.8520648798	0.3225939309
984	0.8521799149	0.3225199538
985	0.8521799149	0.3224233466
986	0.8521799149	0.3223326192
987	0.8521799149	0.322295159
988	0.85229495	0.3222396091
989	0.8520648798	0.3222039162
990	0.8520648798	0.3221645232
991	0.8521799149	0.3221007695
992	0.8521799149	0.3220067972
993	0.85229495	0.3219568358
994	0.8521799149	0.3219168515
995	0.8521799149	0.321851114
996	0.85229495	0.3217661821
997	0.85229495	0.3217065407
998	0.85229495	0.3216496984
999	0.85229495	0.3215431023
